created_at=>2010-12-28 20:41:09 UTC,title=>Randy business value,updated_at=>2011-02-03 04:47:06 UTC,id=>40,panda_video_id=>a8372cd592320cb1a33362d0100a53cc,day=>6,upload_file_name=>fp_06_02_01_randy_business_value.mov,upload_file_size=>37546938,upload_content_type=>video/quicktime,upload_url=>http://s3.amazonaws.com/fullbridge-videos/fp_06_02_01_randy_business_value.mov,thumbnail_url=>http://fullbridge-lowres.s3.amazonaws.com/b21122c747b310c003265f3f6faf13ab_1.jpg,tags=>Day 3; Unit 6
created_at=>2010-12-28 20:41:09 UTC,title=>Analogs antilogs,updated_at=>2011-02-03 04:47:10 UTC,id=>41,panda_video_id=>4f7333ace4e0fbe8ce906cbcf74647a2,day=>6,upload_file_name=>fp_06_02_02_analogs_antilogs.mov,upload_file_size=>54301435,upload_content_type=>video/quicktime,upload_url=>http://s3.amazonaws.com/fullbridge-videos/fp_06_02_02_analogs_antilogs.mov,thumbnail_url=>http://fullbridge-lowres.s3.amazonaws.com/4ab5955ebb96aa35be77bd55201553f0_1.jpg,tags=>Day 3; Unit 6; Analogs and Antilogs
created_at=>2010-12-28 20:41:09 UTC,title=>Air new zealand,updated_at=>2011-02-03 04:47:04 UTC,id=>42,panda_video_id=>7e1391c4b5a3e3a6593dcbcb438b5c72,day=>6,upload_file_name=>fp_06_03_01_air_new_zealand.mov,upload_file_size=>19212894,upload_content_type=>video/quicktime,upload_url=>http://s3.amazonaws.com/fullbridge-videos/fp_06_03_01_air_new_zealand.mov,thumbnail_url=>http://fullbridge-lowres.s3.amazonaws.com/a6d15035d510c51bea2241cac314b2bf_1.jpg,tags=>Day 3; Unit 6
created_at=>2010-12-28 20:41:09 UTC,title=>Randy leaps of faith,updated_at=>2011-02-03 04:47:10 UTC,id=>43,panda_video_id=>be454bb8122ed9a1d446843c463f911d,day=>6,upload_file_name=>fp_06_03_01_randy_leaps_of_faith.mov,upload_file_size=>49728773,upload_content_type=>video/quicktime,upload_url=>http://s3.amazonaws.com/fullbridge-videos/fp_06_03_01_randy_leaps_of_faith.mov,thumbnail_url=>http://fullbridge-lowres.s3.amazonaws.com/b66151b7936afc9a58b1e3da2b6ce553_1.jpg,tags=>Day 3; Unit 6
created_at=>2010-12-28 20:41:09 UTC,title=>Leaps ,updated_at=>2011-01-18 15:40:42 UTC,id=>44,panda_video_id=>3e6b911e9a0e50f26c759f92a241dfd1,day=>,upload_file_name=>fp_06_03_02_leaps+.mov,upload_file_size=>39204994,upload_content_type=>video/quicktime,upload_url=>http://s3.amazonaws.com/fullbridge-videos/fp_06_03_02_leaps+.mov,thumbnail_url=>http://fullbridge-lowres.s3.amazonaws.com/b4d7205ac0e18031daff7da54918112e_1.jpg,tags=>Day 3; 
created_at=>2010-12-28 20:41:09 UTC,title=>Randy leaps business model,updated_at=>2011-02-03 04:46:57 UTC,id=>45,panda_video_id=>8d3c9626c6a255e28268c0f389a661dc,day=>6,upload_file_name=>fp_06_03_02_randy_leaps_business_model.mov,upload_file_size=>39204994,upload_content_type=>video/quicktime,upload_url=>http://s3.amazonaws.com/fullbridge-videos/fp_06_03_02_randy_leaps_business_model.mov,thumbnail_url=>http://fullbridge-lowres.s3.amazonaws.com/d9b5af4e4623a260f3d07dc1f3728feb_1.jpg,tags=>Day 3; Unit 6
created_at=>2010-12-28 20:41:09 UTC,title=>Candice day7 intro,updated_at=>2011-02-03 04:46:57 UTC,id=>46,panda_video_id=>5b54801ad2e261b1dbda06621c3dcaaa,day=>7,upload_file_name=>fp_07_01_01_candice_day7_intro.mov,upload_file_size=>28864519,upload_content_type=>video/quicktime,upload_url=>http://s3.amazonaws.com/fullbridge-videos/fp_07_01_01_candice_day7_intro.mov,thumbnail_url=>http://fullbridge-lowres.s3.amazonaws.com/f2eb2838ff29c37a3d6370188574a603_7.jpg,tags=>Day 4; Unit 7
created_at=>2010-12-28 20:41:10 UTC,title=>Randy innovation,updated_at=>2011-02-03 04:47:06 UTC,id=>47,panda_video_id=>9e695c2b49813c886140fe3cb75e0511,day=>6,upload_file_name=>fp_07_01_01_randy_innovation.mov,upload_file_size=>250360089,upload_content_type=>video/quicktime,upload_url=>http://s3.amazonaws.com/fullbridge-videos/fp_07_01_01_randy_innovation.mov,thumbnail_url=>http://fullbridge-lowres.s3.amazonaws.com/5927d8ae38ce800956b982f47a05d2d0_5.jpg,tags=>Day 3; Unit 6
created_at=>2010-12-28 20:41:10 UTC,title=>White space innovation,updated_at=>2011-02-03 04:46:57 UTC,id=>48,panda_video_id=>a0e3a80741254a0d7c73bf90841d908c,day=>7,upload_file_name=>fp_07_01_01_white_space_innovation.mov,upload_file_size=>47045272,upload_content_type=>video/quicktime,upload_url=>http://s3.amazonaws.com/fullbridge-videos/fp_07_01_01_white_space_innovation.mov,thumbnail_url=>http://fullbridge-lowres.s3.amazonaws.com/28cb05d01dca93983e407f0169de50ba_1.jpg,tags=>Day 4; Unit 7
created_at=>2010-12-28 20:41:10 UTC,title=>White space,updated_at=>2011-02-03 04:46:57 UTC,id=>49,panda_video_id=>19670eade451dc3b2fec5eedf7792774,day=>7,upload_file_name=>fp_07_01_02_white_space.mov,upload_file_size=>61102787,upload_content_type=>video/quicktime,upload_url=>http://s3.amazonaws.com/fullbridge-videos/fp_07_01_02_white_space.mov,thumbnail_url=>http://fullbridge-lowres.s3.amazonaws.com/25fd74cd8d56a07cfdbfbf6355420fe5_1.jpg,tags=>Day 4; Unit 7; Disruptive Innovation
created_at=>2010-12-28 20:41:10 UTC,title=>Barry process innovation,updated_at=>2011-02-03 04:46:57 UTC,id=>50,panda_video_id=>a049c16deb74fed03725f3b6dd3328fe,day=>7,upload_file_name=>fp_07_01_03_Barry_process_innovation.mov,upload_file_size=>112988090,upload_content_type=>video/quicktime,upload_url=>http://s3.amazonaws.com/fullbridge-videos/fp_07_01_03_Barry_process_innovation.mov,thumbnail_url=>http://fullbridge-lowres.s3.amazonaws.com/85ab85f132fb53ce65656d8307eafc93_1.jpg,tags=>Day 4; Unit 7
